bar,final_gpa,lsat,Male
0,2.717427671,152.5371726,0
0,4.127710697,150.5004222,0
0,2.806022357,155.9443855,0
0,2.539567225,140.3918305,0
0,2.984420997,156.244076,0
0,2.896430991,140.2235669,0
1,3.672520992,155.9893553,0
0,1.918916104,146.0183143,0
0,3.506019029,155.7637858,0
1,3.988534435,155.9992868,0
1,3.492824276,145.2198965,0
0,3.781701954,152.2259888,0
0,2.921288711,159.0412499,0
1,3.203318452,154.5703788,0
0,2.673996015,149.05077,0
1,2.536569206,145.7535446,0
0,3.058960715,131.2283656,0
1,4.105580135,159.3504484,0
1,3.193790653,150.9741146,0
0,1.725024582,141.6874146,0
1,2.371530416,163.1043757,0
0,3.323729151,156.1765595,0
1,2.781841201,150.6961585,0
0,3.748062462,151.6559805,0
1,2.876923587,146.1520633,0
1,3.497077029,149.3309717,0
0,3.295376125,157.4299631,0
1,3.272179924,147.3384518,0
0,3.625898343,164.599366,0
0,3.167118922,150.078309,0
0,3.534108811,152.2301424,0
0,2.705792476,141.5737518,0
0,3.804497006,166.9366948,0
0,2.24795655,162.0735482,0
0,2.140159215,141.4471649,0
1,3.536722325,147.1879199,0
0,2.399405746,135.7310608,0
0,2.688643332,140.4819725,0
0,1.881734677,146.3964094,0
1,2.394792422,149.517985,0
0,3.813091152,162.1467971,0
0,3.157852475,149.4359001,0
0,3.218676479,140.2188723,0
0,2.105394726,158.5741111,0
1,2.653012828,145.8734674,0
1,3.172079801,157.4281467,0
0,2.272779608,142.4265442,0
0,3.477651304,161.4089956,0
1,2.280324188,139.9969559,0
1,3.618733764,137.9139169,0
0,3.768650456,151.6086965,0
0,2.668342251,154.3895323,0
1,1.570708599,140.3473594,0
1,2.345970247,140.8903301,0
0,3.228798263,151.5231413,0
1,2.161899857,145.7959465,0
1,2.62509268,153.5423542,0
0,2.744431674,155.8924393,0
0,2.675555137,145.6710565,0
0,2.253938829,136.4766512,0
1,3.575936419,146.5300472,0
0,3.621123765,142.1379532,0
0,3.427257868,159.6975524,0
0,3.587246791,154.9748343,0
1,3.169622519,160.4780697,0
0,3.022183317,163.1198389,0
1,2.561213438,150.2330628,0
1,3.3294257,150.0153735,0
1,2.954376832,146.2034889,0
1,2.745226777,160.2498735,0
1,2.796685579,153.490618,0
1,2.593270071,143.7366772,0
1,2.979191674,142.8908935,0
1,3.660002444,158.5449533,0
0,3.783408437,159.3162575,0
1,2.699297976,157.5437657,0
1,2.840934217,152.5785467,0
0,3.033955996,155.4564133,0
0,2.477925089,140.5272086,0
0,3.802922601,148.8649454,0
0,3.615154451,154.274861,0
0,2.021808693,136.431928,0
0,2.857111466,150.0068185,0
0,3.515009134,158.3893246,0
0,3.094872032,148.68391,0
0,2.431528278,140.823869,0
1,2.375395147,144.7174938,0
1,2.109182958,137.9196474,0
0,3.152107706,146.7799413,0
1,3.147472242,141.2180092,0
0,2.579943686,148.5662767,0
1,2.777350918,155.3593559,0
1,2.006720664,141.1045876,0
1,3.642628888,154.8663454,0
0,2.8892909,148.2779105,0
1,1.680810749,142.2136584,0
1,3.297832067,146.1407132,0
1,3.736474314,153.7641163,0
1,3.483511753,155.2313168,0
1,2.645897339,163.6328677,0
0,1.723329704,138.863523,0
1,3.041717605,152.7528824,0
1,2.960982759,146.1542172,0
0,3.964188341,156.3146932,0
1,3.673457287,157.4457405,0
1,3.016388194,136.5743076,0
1,3.597656024,155.4297824,0
1,3.489496784,156.1901138,0
1,2.430858547,145.1326289,0
0,1.523087324,144.9224042,0
1,3.281709529,145.304473,0
1,2.421916602,150.4833304,0
0,3.511318798,151.6770002,0
0,2.638349191,159.7503118,0
0,3.40374002,149.4487957,0
0,2.322245473,157.5352126,0
1,3.560158479,151.0566196,0
1,3.192118635,164.3077124,0
0,2.040308971,150.0142856,0
0,2.860145017,152.8750642,0
1,2.711655827,150.405177,0
1,2.546765582,147.3510119,0
0,3.017254084,158.2264963,0
0,2.912963952,152.83277,0
0,3.74718597,155.2161353,0
1,3.250104617,152.3402638,0
0,3.651200657,149.1696769,0
0,3.286332295,143.751084,0
0,2.696551114,153.9839536,0
0,3.464351607,148.9996273,0
1,2.493814951,146.5708099,0
1,3.24832854,156.8258408,0
0,3.706873673,158.3606571,0
1,2.569224837,147.3600766,0
0,3.407536385,155.4549778,0
0,2.669112123,158.2722406,0
0,2.192905721,144.524991,0
0,3.509333466,157.5028417,0
1,3.24936288,140.2957814,0
1,3.447573554,147.0964979,0
0,3.192426902,145.6562752,0
1,3.961869411,152.6275503,0
1,3.07935553,152.5250815,0
1,3.130063772,151.6704515,0
0,2.640276108,139.454831,0
1,2.518888861,147.6733154,0
1,1.910956034,151.8566409,0
0,3.78594696,151.0894924,0
0,4.13641195,146.4228778,0
0,3.252928796,158.4414282,0
1,2.796246034,160.0320618,0
0,2.619178444,153.7662097,0
1,2.13926859,145.0785648,0
1,2.667369338,143.454787,0
1,3.172952389,157.5109692,0
0,3.138073738,161.5204349,0
0,2.737578396,151.1033493,0
1,3.185031101,152.7796085,0
1,3.540760483,148.199281,0
0,2.37665915,146.5723052,0
0,3.24342693,137.032476,0
0,3.219743435,150.8543766,0
1,2.833702292,137.472492,0
0,3.860219157,158.4551408,0
1,3.246115866,148.2876306,0
0,3.487553953,158.6223241,0
1,2.14880459,148.6096606,0
0,2.785901733,147.879443,0
1,3.308104905,147.2324221,0
1,3.184684022,152.31846,0
1,3.313791817,156.2178191,0
1,2.740798902,145.7410014,0
1,3.402907284,159.256347,0
0,3.617506933,144.1606395,0
0,2.067586657,148.3850275,0
0,3.222656777,148.1688135,0
0,2.606902825,150.8573135,0
0,3.089472356,124.8576461,0
0,3.656860669,160.9469992,0
1,1.988343407,141.9921941,0
0,2.502419223,152.9374684,0
0,2.290911847,150.3503526,0
0,3.120078889,155.5296622,0
0,3.502719285,146.8180679,0
1,2.722140034,150.490748,0
1,2.641791967,150.9259364,0
1,2.869358357,155.3738563,0
0,2.719283939,144.9000225,0
1,2.634007049,155.2869127,0
1,3.938736268,156.7420185,0
1,2.635550083,148.5202932,0
1,3.51220198,152.3307586,0
0,2.033609528,154.9784026,0
1,2.16312433,136.7197503,0
0,3.263123114,145.5676879,0
0,2.933171263,143.9707047,0
0,2.959363607,153.8249643,0
0,3.67319511,163.3144195,0
1,3.754075317,147.3316161,0
0,3.379033778,142.3861566,0
1,3.253029865,148.41679,0
0,2.599513911,149.3027571,0
0,2.133691778,150.8013221,0
1,3.188295204,147.2536104,0
0,3.245487881,147.7256315,0
1,2.829326219,146.7595767,0
1,2.971674109,154.3928672,0
1,2.941765037,138.3179247,0
0,3.487666002,142.8593781,0
0,2.29032527,147.5465182,0
1,3.183300631,142.6806166,0
0,3.737458671,149.1139964,0
0,3.395096083,156.8468308,0
1,3.000489409,148.6622434,0
1,3.078769228,144.1894489,0
0,3.495297863,148.8728577,0
1,3.320124012,159.8538092,0
0,2.127269442,148.9202848,0
1,2.227821949,135.9244928,0
1,3.264091112,141.4581783,0
0,3.392866266,150.2187994,0
0,2.721615768,146.5831294,0
0,2.658654732,148.7233804,0
0,3.622353928,154.8172933,0
1,2.196643492,144.7389467,0
0,3.342335959,139.2983065,0
0,2.644423979,145.3643072,0
0,3.978649077,157.1021215,0
1,2.8045043,143.1813565,0
0,2.95244633,149.4408287,0
0,3.328349842,153.6238212,0
0,3.622419573,165.2070845,0
1,3.08334801,146.2770077,0
0,3.639101397,145.7288217,0
0,3.662418867,148.3004378,0
0,2.375786488,147.9060426,0
0,3.130800449,147.3910143,0
0,3.111707938,147.8627079,0
1,3.671823769,149.1045353,0
0,3.266324729,157.3395876,0
1,3.426490795,149.4562749,0
0,3.936290105,139.3230482,0
0,2.588067591,148.1690528,0
1,4.003314173,153.5043134,0
0,2.688383658,152.4680509,0
0,2.684807931,161.7146683,0
0,3.06523514,152.1955286,0
0,3.265556896,145.9252228,0
1,3.178934295,142.1593502,0
0,4.006062039,159.9295156,0
0,2.21041384,154.9995149,0
1,2.720565702,153.4464218,0
0,2.518224274,147.2043092,0
0,1.83352479,138.8943239,0
1,2.810159955,146.5774547,0
0,2.378726411,138.8461141,0
0,3.197481462,149.2003526,0
1,3.613824623,141.2992982,0
0,3.261111067,144.5417428,0
1,2.511638169,144.3783282,0
1,3.566894319,151.5498077,0
1,2.617299047,147.7199744,0
0,1.388795688,145.2682195,0
1,1.957168325,137.6238844,0
1,2.999735516,135.6447071,0
1,1.953658016,151.8060356,0
0,2.911708381,146.7037562,0
0,3.728591682,166.8978462,0
1,4.06210506,152.2799728,0
0,3.221560383,145.3987306,0
0,3.040279777,149.8073136,0
1,3.271975944,157.7317734,0
1,2.616106116,145.0072862,0
0,2.506679862,149.0784877,0
0,3.773932767,151.8855305,0
1,2.640560403,146.1466485,0
0,2.421414518,149.8870582,0
1,2.997417147,156.5212808,0
1,2.234109293,141.5150505,0
1,2.82122934,142.4489575,0
1,2.452698399,155.17417,0
0,3.984983167,157.1328383,0
0,2.557141691,142.4595004,0
1,3.071585246,151.4238493,0
0,3.348576267,158.1934411,0
1,2.333205884,145.5100048,0
1,2.060697698,134.2919241,0
1,3.724829644,162.5331806,0
1,2.732282477,153.057716,0
0,3.488333598,148.3679209,0
1,2.653681573,154.0408771,0
0,2.205686296,147.0436147,0
1,3.753746061,136.3596367,0
0,3.165201103,152.8104877,0
0,3.700376494,153.7140774,0
1,2.707561681,145.2567475,0
1,2.904642692,161.3133107,0
1,2.340155672,147.7041324,0
0,2.476414111,147.3396243,0
1,2.750126819,155.4837775,0
0,4.012811906,153.0417231,0
0,2.575842582,149.6996558,0
1,2.507168503,147.2976208,0
1,2.525605516,139.0864611,0
1,3.174069212,154.0379367,0
1,4.161936151,156.7247265,0
0,2.443838101,149.9813268,0
0,3.033794286,153.8695758,0
0,2.792638548,151.6956308,0
0,2.291562769,147.4570855,0
1,2.996050229,161.647572,0
0,3.360229737,155.7767064,0
1,2.323310588,144.3803606,0
1,2.219704999,141.5819367,0
1,2.881090986,154.9859728,0
0,2.596124069,152.7688238,0
0,3.77434936,158.4085891,0
1,3.291704534,152.8881078,0
1,2.016385009,144.1857373,0
0,3.52552643,154.7446453,0
0,2.788474045,143.5431846,0
0,3.079067183,148.637266,0
1,2.962460473,149.956129,0
1,3.028313206,144.1523422,0
0,2.938911328,140.1019325,0
1,3.002100493,149.0239919,0
0,2.613158894,146.5259876,0
1,2.438737727,153.8654674,0
1,2.672883408,133.7498263,0
1,1.441727784,135.708163,0
1,3.659787217,158.0647965,0
1,2.420955157,141.420122,0
1,2.251144245,152.1497444,0
0,3.148650886,154.4943707,0
1,4.006748949,156.2756473,0
0,3.532315922,155.2644381,0
0,3.157280939,149.335331,0
1,3.102489287,150.054652,0
1,2.110922904,151.8784991,0
1,2.882746817,150.4859753,0
1,3.371616983,149.6499841,0
1,2.439444069,144.6041436,0
1,3.176771469,161.4872787,0
0,2.370019024,148.6171921,0
1,2.973044741,155.6365366,0
0,2.993956334,146.0509644,0
1,3.178224604,151.1726528,0
1,3.255325967,152.4416113,0
1,2.93844675,141.7670429,0
0,2.543932875,153.56834,0
0,1.822257318,141.2153046,0
0,2.83961344,147.7236874,0
0,2.69896692,143.7173784,0
1,3.184974831,157.0395268,0
1,3.113652671,157.9186003,0
0,3.35674813,152.2133506,0
0,2.875485681,148.1898176,0
0,3.782741801,154.6600205,0
1,2.823366928,154.3282484,0
1,3.290963425,155.3237209,0
1,2.836452468,140.7906688,0
0,3.75330571,151.8757061,0
1,3.570627758,154.9997058,0
1,3.317402035,157.6227914,0
1,3.293126621,157.8525182,0
1,2.878814709,163.0020673,0
1,2.856229152,147.5787197,0
1,3.981564113,157.4244437,0
1,2.710101803,149.0244748,0
0,2.993262005,144.6890021,0
0,2.324736521,153.632442,0
1,3.679565366,140.2344918,0
1,3.786017159,152.3363239,0
0,3.053757378,148.1585412,0
0,3.58044399,149.7098694,0
1,2.128435187,147.7584215,0
1,3.69545506,161.6571717,0
0,3.002095388,149.9275613,0
1,2.193206152,142.9298646,0
1,3.07524735,151.3632159,0
1,3.583990075,162.1723506,0
0,3.438090673,153.7330938,0
1,2.280868026,145.2830435,0
1,3.128495718,151.6743405,0
1,3.78202311,149.5683597,0
1,3.41006031,145.921545,0
0,2.214000108,145.5361609,0
0,3.60633433,150.179208,0
1,3.624371875,157.1512183,0
1,3.432106309,153.6643321,0
1,2.955041424,164.6721767,0
1,3.265341256,149.8775847,0
1,3.184785172,146.4341052,0
0,4.054339372,161.4903494,0
0,3.160252263,156.1329144,0
1,2.687707372,149.9529429,0
0,3.833821776,157.5343462,0
1,3.291712775,149.7600378,0
1,3.085207717,149.4151779,0
1,2.962165039,141.9200997,0
0,2.819053838,140.2988561,0
1,2.961607939,151.732717,0
0,3.553756843,150.0070256,0
1,3.646469887,158.4027611,0
1,2.69768139,145.8483677,0
0,2.660065832,157.0014567,0
0,2.177597938,144.4715018,0
1,2.652676809,146.3603785,0
0,2.259926003,142.5508633,0
0,2.750321808,145.476333,0
0,2.494353599,153.3987132,0
0,2.850588131,145.9560994,0
0,3.809658379,150.0591641,0
0,2.625905607,148.6610882,0
1,3.266859417,157.2717078,0
1,2.055552131,143.0455069,0
0,2.759785855,151.8866201,0
0,2.589959554,152.3906849,0
1,2.919855065,147.9099365,0
1,2.46374709,144.8496202,0
1,3.01663037,151.1176057,0
0,3.487814249,159.1609747,0
0,3.294953203,148.2644522,0
1,1.547900538,147.8899283,0
0,2.550927769,151.3697657,0
0,2.956659345,146.9298701,0
0,3.364613687,144.6679375,0
1,3.170392022,146.3320798,0
0,2.814114675,145.4908736,0
1,4.080311201,154.7795265,0
1,2.105910338,152.2825457,0
1,3.271538183,150.071626,0
1,3.819048732,150.0475201,0
0,2.352425505,152.5789605,0
1,3.162491165,153.3467604,0
1,2.464043226,141.751843,0
1,3.004386732,138.7868804,0
0,2.801017815,137.6527931,0
0,3.216791679,149.976916,0
0,3.970155831,147.5056501,0
1,3.729454331,172.8875779,0
1,3.500050334,157.0053726,0
0,2.743376486,154.439224,0
1,3.446508814,153.266573,0
1,3.554340081,149.3255851,0
1,2.062433416,144.887031,0
1,3.834498615,154.0923084,0
0,3.601978536,150.7316687,0
0,2.920781116,150.5517223,0
1,2.149112952,138.4961281,0
0,2.254559446,147.2439515,0
0,1.065470986,139.6108365,0
0,3.844663365,153.5294272,0
1,3.319768202,161.0970744,0
0,3.908806804,156.7978316,0
0,3.691725484,160.4163429,0
1,3.731216474,155.2136606,0
0,2.272838831,156.4110468,0
0,1.995369447,150.9926302,0
0,2.937731866,147.9273486,0
1,2.805754324,156.8136604,0
1,3.389269298,148.7819582,0
0,3.242478986,159.3973577,0
0,2.394341643,150.8169508,0
1,2.81461597,153.1081832,0
0,3.079567583,142.9071422,0
0,1.766683406,128.9764127,0
1,2.729520449,151.4843245,0
0,2.895734739,148.7913188,0
1,3.190057365,148.5475784,0
0,3.123488722,159.5609933,0
0,3.283491053,145.2030726,0
1,2.468292867,162.9006644,0
1,3.941881363,155.7340784,0
0,2.854947242,138.2368027,0
0,3.467616431,147.5755764,0
0,3.530690908,159.3416891,0
0,3.070962034,156.1606087,0
1,2.689247723,146.1587184,0
0,2.84388779,148.5249977,0
0,2.702256549,145.7895345,0
0,3.792777375,153.3364718,0
1,2.739159235,153.4661533,0
0,3.552597289,146.3760166,0
1,3.320372705,150.5321828,0
0,3.119899207,149.208277,0
0,3.733488705,162.2182342,0
1,2.795765674,151.8699074,0
0,1.748173528,139.0920204,0
1,2.659669434,160.7792771,0
0,2.716596775,141.4218916,0
0,3.295118711,148.0555549,0
1,2.93496895,144.6289917,0
1,2.997423894,155.9069358,0
0,3.502863798,154.3997007,0
1,2.893976393,150.6688272,0
1,2.399783205,148.1065053,0
1,2.621515767,151.4541043,0
0,2.029913311,150.9975015,0
0,3.107498175,154.537722,0
1,1.751686899,131.619822,0
0,3.553759261,151.1247455,0
1,2.942380446,154.7542188,0
0,3.264265915,145.728506,0
0,3.38639297,148.8723279,0
1,3.228392719,156.0378027,0
0,3.705752954,154.3892201,0
0,2.242992074,154.1425981,0
0,2.292314645,155.6735531,0
0,3.273681169,151.7957063,0
0,2.251174907,135.8605576,0
1,3.001302431,162.4460102,0
0,2.857249805,148.3410278,0
1,3.110892192,154.0816108,0
1,3.175108226,150.6625462,0
1,2.617444858,144.8926822,0
0,3.742354462,141.0149463,0
1,3.926850938,156.1533732,0
1,2.444915707,149.0407613,0
0,4.146356375,155.7367916,0
0,2.387513854,142.0877108,0
1,3.107083104,147.2857149,0
0,2.796657629,161.7380853,0
1,2.976696763,151.8652826,0
1,3.593135425,151.8705065,0
0,3.703770579,160.0266998,0
0,3.749533219,156.3030813,0
1,3.064915068,142.1696248,0
1,2.563934003,139.6482174,0
0,3.503977902,151.1390626,0
1,1.666141037,153.8674614,0
1,3.033588286,155.2893664,0
1,3.619741793,151.5423445,0
1,2.473163678,151.0786086,0
0,3.031549179,160.0275654,0
0,2.560840078,146.9036029,0
0,3.963408042,152.4011099,0
0,2.850318427,147.942167,0
1,2.173721101,145.9622276,0
0,2.538327565,160.7947061,0
0,3.378102469,162.6998015,0
1,2.579333717,145.4177414,0
1,3.676731321,157.8513023,0
0,3.900633306,150.6618204,0
0,3.73114811,156.7326479,0
0,2.038580124,142.2607816,0
0,3.396406612,148.7235717,0
0,2.803789377,163.8910882,0
0,1.86088341,140.4538577,0
1,3.661627041,151.6356303,0
0,3.057450394,148.6227354,0
0,3.609150691,149.5429827,0
0,2.075920752,151.5138389,0
0,2.08945692,147.6205984,0
1,2.743533843,142.0565484,0
0,3.059816757,145.7937643,0
0,3.205983116,157.0489693,0
1,2.415420242,139.0234375,0
0,1.753995879,143.6306914,0
0,2.958666059,160.1090175,0
0,3.000735749,149.7252314,0
0,3.211642649,153.184182,0
0,3.146324129,144.642181,0
1,3.171033608,159.9344796,0
0,3.57535299,161.4506924,0
0,2.441344209,158.7693955,0
1,2.757380051,159.0093185,0
1,3.293893215,155.146315,0
1,3.53314028,155.8446156,0
0,2.710574537,157.8632837,0
0,2.260143156,138.1977752,0
0,3.390849746,144.0190241,0
0,3.476827713,141.9762637,0
0,3.048368691,143.2657183,0
1,1.859492789,148.8094666,0
1,3.514572514,147.326135,0
0,2.85563941,149.1646863,0
0,1.88044465,150.2677511,0
1,2.355053609,142.3499672,0
1,2.795786639,145.4915065,0
1,2.737228927,150.1069175,0
0,3.230007609,152.6862392,0
1,2.980098408,147.1001347,0
0,3.473614093,152.6481698,0
1,1.926255727,136.4059509,0
0,3.330686928,158.4558084,0
0,2.302549899,143.3060048,0
1,2.325193273,145.4578818,0
0,2.339436058,145.6436038,0
0,3.400082895,164.8969685,0
1,3.19575573,153.6396739,0
0,3.436611786,156.7394635,0
1,3.075102445,153.9384684,0
1,3.29119619,151.5356942,0
0,2.739691665,144.5176303,0
0,3.055481071,151.4933831,0
1,3.135738962,153.8647858,0
1,3.442215294,157.6116019,0
0,2.256288287,140.3871698,0
0,1.47957182,138.3083224,0
0,1.700468695,135.1818502,0
1,1.528591477,136.469713,0
0,2.629017177,155.6364229,0
1,2.468019288,154.8607944,0
1,2.819466587,155.8034763,0
1,2.37244902,153.1913128,0
0,2.919174836,146.7725744,0
0,2.592474144,138.2078862,0
0,2.089166017,144.7755217,0
1,2.703618056,150.0731449,0
0,2.801521816,148.0565028,0
1,4.131441089,157.5277363,0
1,2.774820386,142.1091367,0
0,2.695867998,145.4967384,0
0,2.653804487,146.2750228,0
0,3.045244583,142.1692804,0
0,3.321853561,155.16136,0
1,3.392949581,148.0517926,0
0,2.058613368,159.5766583,0
1,3.029729837,139.924949,0
1,3.210240825,150.6150958,0
1,2.489206476,156.0295363,0
1,3.051769225,145.7412002,0
0,2.294207563,136.7196365,0
1,2.028733898,143.7021772,0
1,4.042376697,168.9726011,0
1,2.996518635,156.790136,0
0,3.102279892,156.1931141,0
1,2.389535757,156.786926,0
1,3.152526343,156.1396297,0
1,2.608893704,147.8790344,0
0,4.133615082,153.6368257,0
0,2.044514034,149.8286609,0
1,2.152979244,143.3889237,0
1,3.037591994,155.9253076,0
0,2.859068892,156.2302827,0
1,2.701914315,152.2916238,0
0,3.017582367,149.3843867,0
1,3.963131308,150.8580882,0
0,2.559027345,143.124448,0
0,2.387681403,140.0537367,0
1,1.499090185,143.0934118,0
1,3.411729048,153.4859581,0
1,2.555646968,150.4095613,0
0,3.149488996,153.6969904,0
0,1.778202179,157.2343118,0
0,3.639970562,138.5049376,0
0,3.720653382,154.3659708,0
1,2.798293291,144.046992,0
1,3.297195361,157.4582029,0
0,3.310388723,149.7441539,0
1,2.620887923,156.0663273,0
0,2.847999953,143.6598393,0
1,2.921206132,151.8327862,0
0,2.55274756,149.0922445,0
0,4.000534892,155.0194628,0
1,2.746989156,141.8185538,0
0,1.216449383,146.3963291,0
0,2.986786608,154.3804021,0
0,1.71171018,143.9798239,0
0,4.123271744,164.6832472,0
1,3.825367618,155.0050862,0
0,3.481870618,151.2708981,0
1,1.965309745,149.5403737,0
1,2.095538239,144.680118,0
0,3.83960039,149.511279,0
0,3.357148781,150.8885359,0
1,3.161163235,147.9389062,0
1,3.375183763,158.9410144,0
1,2.625194815,152.1621589,0
1,2.840121712,148.384926,0
1,3.291602701,158.4857643,0
0,3.212196546,144.2791472,0
1,2.508211902,147.9702747,0
1,3.439397413,143.6490169,0
1,2.277574287,143.0235624,0
1,3.373119301,151.3459494,0
1,2.284998493,153.2065113,0
0,3.06832672,148.2657253,0
1,2.922056494,152.3603312,0
0,2.913574337,155.3792561,0
1,1.805613162,145.4239045,0
1,3.310575563,149.7887106,0
1,2.281109713,142.1543192,0
1,3.680406758,165.2380806,0
0,3.095478719,148.8044973,0
1,2.734703569,145.0854987,0
0,3.173875956,160.5570443,0
1,2.758454612,143.6268253,0
0,2.144355426,145.0216772,0
1,3.548873589,150.8580437,0
0,2.228045804,153.1758083,0
0,2.68852252,152.1001199,0
1,2.191514078,147.3493497,0
0,4.152041982,152.9408621,0
1,2.274769143,134.8368118,0
0,3.570362709,151.5742669,0
1,3.482462984,149.0748298,0
0,3.159039425,143.8497429,0
1,3.979999943,160.694538,0
1,3.207345179,156.7647008,0
1,2.930832376,154.0000094,0
1,3.277779737,148.3319966,0
0,0.599118881,140.1607982,0
1,1.496231762,138.8797026,0
0,2.649919921,139.4698179,0
1,1.704303933,139.8062037,0
1,2.349526452,146.2585885,0
0,2.03636156,143.9216454,0
0,2.556026575,153.228119,0
1,2.241224829,142.7643954,0
0,3.355833573,155.6203534,0
1,3.081140965,149.1732432,0
0,3.369338541,153.6593055,0
1,1.745091214,140.5266081,0
0,2.716362039,138.3230591,0
1,3.231225514,157.1123127,0
1,3.017927251,147.8794457,0
1,3.445096357,141.7332949,0
0,2.977580492,158.9266772,0
0,2.692822488,149.4696015,0
1,4.00401172,152.9726376,0
1,2.771988218,150.6596066,0
1,3.626219448,151.5081572,0
1,3.27574217,148.4678363,0
1,3.563126668,157.6327453,0
1,2.343480219,151.7973119,0
0,2.747290162,157.2971213,0
0,3.662298349,156.4692686,0
0,2.886788065,152.1187989,0
1,3.779042243,147.7926686,0
0,2.391527904,144.3013272,0
1,2.951853736,143.160422,0
1,3.385710998,150.7018995,0
0,2.229043659,137.6696208,0
0,3.000717397,144.4341281,0
1,3.596916346,157.7973281,0
1,3.517925208,153.3706508,0
1,2.714080551,151.5134378,0
1,3.561083934,153.537204,0
0,2.186245091,141.9969984,0
1,4.083113917,146.7330162,0
1,3.157535236,147.8163589,0
0,3.667912659,137.2514709,0
0,3.136690153,149.516308,0
0,2.627864226,141.990499,0
0,3.156095452,148.9975487,0
1,2.977762102,155.2616958,0
1,1.949712694,143.3804957,0
0,2.110388004,139.0307823,0
1,2.9924836,146.035841,0
0,3.950586342,149.5641297,0
1,2.677042777,149.0078757,0
1,3.279052947,149.4781785,0
0,3.325279759,146.5738264,0
0,3.530218873,169.9447096,0
1,1.703030172,142.8925678,0
1,2.730049009,137.7462443,0
0,2.904263781,148.2813487,0
1,2.484809737,136.8902101,0
1,0.976959285,137.724026,0
0,2.685905135,143.9616213,0
0,3.442824948,148.0250826,0
1,2.261314418,149.3703068,0
0,3.569969458,148.172905,0
1,1.902730361,144.4308765,0
1,3.809630708,157.3879386,0
0,2.965068113,145.1374307,0
1,2.977106855,159.4725226,0
0,2.470120987,141.7648861,0
1,2.691841125,144.4646136,0
0,3.122966597,154.8811466,0
1,1.45050359,128.3267551,0
0,2.681601844,138.3235627,0
1,2.839100607,149.423283,0
0,1.968502494,157.5398168,0
0,3.445996464,150.3681353,0
0,3.164513779,151.1866449,0
1,3.077945234,154.5003713,0
0,1.867051843,140.6978735,0
1,3.738965632,149.0766255,0
0,2.731297222,145.6396571,0
1,3.646345746,151.5373345,0
1,2.491726602,144.389946,0
0,2.817054752,153.0372898,0
0,3.074321071,149.8250645,0
0,2.381540522,153.2005091,0
1,3.594313636,153.4232329,0
0,3.901216798,153.6305685,0
0,2.563687257,148.9732962,0
1,2.341260339,148.7134834,0
0,1.953668064,139.5812994,0
1,2.612236122,151.3371539,0
0,3.516178419,150.4794206,0
1,3.993774109,157.8685649,0
1,2.988838811,144.281303,0
0,2.781123079,151.0103687,0
1,2.96560077,149.6644156,0
0,3.734388598,157.7400923,0
1,2.87837882,155.3441253,0
1,1.929812316,141.6793963,0
1,4.098664203,163.0275328,0
0,3.441782198,151.1015558,0
0,1.929863171,142.9219115,0
0,3.197156359,149.1025114,0
1,3.099594529,149.6552498,0
1,3.094109979,149.5792864,0
1,2.162912055,149.7574905,0
0,3.177808196,152.3202607,0
1,3.496234174,149.7305386,0
1,2.141475353,154.5347356,0
0,2.954478343,151.9146168,0
0,2.414577332,147.4146024,0
0,1.814652611,146.7325476,0
0,3.094246851,148.244827,0
0,2.696754869,145.8037606,0
1,3.346621282,152.7560981,0
1,2.025927749,162.6126306,0
0,4.158295828,149.1818614,0
0,2.901206411,147.7768641,0
0,2.046492809,142.6153834,0
1,2.110941813,146.0446869,0
1,3.398108031,158.8244293,0
0,2.771706416,144.7764143,0
1,3.03375616,156.7010834,0
1,2.949619611,146.5563497,0
0,2.918807186,158.8211349,0
1,3.000465907,153.6331076,0
0,3.213114077,154.0647303,0
1,3.120169568,154.7414868,0
1,2.756945405,150.261274,0
0,2.84238791,139.7983114,0
0,2.062705799,136.6006896,0
0,1.689310167,149.4704273,0
1,2.629157966,149.217973,0
1,3.84419326,141.3731224,0
0,2.629146883,155.3257747,0
1,2.775939775,148.693486,0
1,2.983224914,148.2657625,0
0,1.830346805,145.4202337,0
0,3.088489284,151.0724383,0
0,3.25452269,153.2616268,0
0,2.581736923,149.6976759,0
1,2.45992361,153.1476857,0
0,2.237238596,147.1420738,0
0,2.746775511,142.1034758,0
0,2.054910329,144.9939235,0
0,2.843880881,157.9126366,0
0,3.102719209,155.1562812,0
1,3.424087829,148.9813308,0
1,3.1022451,153.1825169,0
1,4.158361732,152.0709698,0
1,3.551072406,158.2517254,0
1,4.080270291,158.8861862,0
0,2.48077852,144.3554663,0
1,2.347546671,146.0002394,0
1,3.680335124,150.6043628,0
1,3.103308058,155.1857198,0
0,2.888410847,148.5261589,0
0,3.803025191,154.7665825,0
1,3.051227155,152.0317377,0
1,3.498352948,149.7189035,0
1,3.267842904,147.6948241,0
0,1.133958271,135.4630127,0
0,3.184087606,157.9519648,0
0,2.390437681,154.5401115,0
1,3.538182872,144.4726133,0
0,2.849842062,145.3376509,0
1,3.690126893,158.6338937,0
1,3.368262673,151.2191913,0
1,3.584485657,159.9458426,0
0,1.561151338,141.0771685,0
0,3.069125027,144.2254767,0
0,2.374554619,140.777584,0
1,2.256536418,152.934548,0
1,3.186347682,155.2377882,0
0,3.072762856,150.1941257,0
1,3.650585049,156.629323,0
1,2.156148018,143.7640143,0
